"Tabela 6579 - População residente estimada"
"Variável - População residente estimada (Pessoas)"
"Município";"Ano"
"Fartura do Piauí (PI)";"5330"
"Flores do Piauí (PI)";"4461"
"Floresta do Piauí (PI)";"2561"
"Floriano (PI)";"60111"
"Francinópolis (PI)";"5345"
"Francisco Ayres (PI)";"4300"
"Francisco Macedo (PI)";"3216"
"Francisco Santos (PI)";"9423"
"Fronteiras (PI)";"11690"
"Geminiano (PI)";"5477"
"Gilbués (PI)";"10698"
"Guadalupe (PI)";"10496"
"Guaribas (PI)";"4573"
"Hugo Napoleão (PI)";"3880"
"Ilha Grande (PI)";"9487"
"Inhuma (PI)";"15330"
"Ipiranga do Piauí (PI)";"9863"
"Isaías Coelho (PI)";"8582"
"Itainópolis (PI)";"11571"
"Itaueira (PI)";"11037"
"Jacobina do Piauí (PI)";"5718"
"Jaicós (PI)";"19233"
"Jardim do Mulato (PI)";"4522"
"Jatobá do Piauí (PI)";"4885"
"Jerumenha (PI)";"4443"
"João Costa (PI)";"3003"
"Joaquim Pires (PI)";"14396"
"Joca Marques (PI)";"5488"
"José de Freitas (PI)";"39457"
"Juazeiro do Piauí (PI)";"5491"
"Júlio Borges (PI)";"5653"
"Jurema (PI)";"4790"
"Lagoinha do Piauí (PI)";"2870"
"Lagoa Alegre (PI)";"8610"
"Lagoa do Barro do Piauí (PI)";"4658"
"Lagoa de São Francisco (PI)";"6795"
"Lagoa do Piauí (PI)";"4086"
"Lagoa do Sítio (PI)";"5219"
"Landri Sales (PI)";"5272"
"Luís Correia (PI)";"30558"
"Luzilândia (PI)";"25521"
"Madeiro (PI)";"8372"
"Manoel Emídio (PI)";"5352"
"Marcolândia (PI)";"8590"
"Marcos Parente (PI)";"4546"
"Massapê do Piauí (PI)";"6456"
"Matias Olímpio (PI)";"10979"
"Miguel Alves (PI)";"33901"
"Miguel Leão (PI)";"1239"
"Milton Brandão (PI)";"6603"
"Monsenhor Gil (PI)";"10563"
"Monsenhor Hipólito (PI)";"7785"
"Monte Alegre do Piauí (PI)";"10618"
"Morro Cabeça no Tempo (PI)";"4527"
"Morro do Chapéu do Piauí (PI)";"6825"
"Murici dos Portelas (PI)";"9258"
"Nazaré do Piauí (PI)";"7307"
"Nazária (PI)";"8632"
"Nossa Senhora de Nazaré (PI)";"4911"
"Nossa Senhora dos Remédios (PI)";"8751"
"Novo Oriente do Piauí (PI)";"6548"
"Novo Santo Antônio (PI)";"3014"
"Oeiras (PI)";"37138"
"Olho D'Água do Piauí (PI)";"2477"
"Padre Marcos (PI)";"6879"
"Paes Landim (PI)";"4124"
"Pajeú do Piauí (PI)";"3416"
"Palmeira do Piauí (PI)";"5029"
"Palmeirais (PI)";"14633"
"Paquetá (PI)";"3931"
"Parnaguá (PI)";"10846"
"Parnaíba (PI)";"153863"
"Passagem Franca do Piauí (PI)";"4331"
"Patos do Piauí (PI)";"6420"
"Pau D'Arco do Piauí (PI)";"4084"
"Paulistana (PI)";"20583"
"Pavussu (PI)";"3662"
"Pedro II (PI)";"38812"
"Pedro Laurentino (PI)";"2551"
"Nova Santa Rita (PI)";"4392"
"Picos (PI)";"78627"
"Pimenteiras (PI)";"12150"
"Pio IX (PI)";"18492"
"Piracuruca (PI)";"28952"
"Piripiri (PI)";"63829"
"Porto (PI)";"12646"
"Porto Alegre do Piauí (PI)";"2728"
"Prata do Piauí (PI)";"3149"
"Queimada Nova (PI)";"9041"
"Redenção do Gurguéia (PI)";"8814"
"Regeneração (PI)";"17979"
"Riacho Frio (PI)";"4306"
"Ribeira do Piauí (PI)";"4499"
"Ribeiro Gonçalves (PI)";"7408"
"Rio Grande do Piauí (PI)";"6434"
"Santa Cruz do Piauí (PI)";"6254"
"Santa Cruz dos Milagres (PI)";"4046"
"Santa Filomena (PI)";"6256"
"Santa Luz (PI)";"5903"
"Santana do Piauí (PI)";"4650"
"Santa Rosa do Piauí (PI)";"5254"
"Santo Antônio de Lisboa (PI)";"6466"
"Santo Antônio dos Milagres (PI)";"2172"
"Santo Inácio do Piauí (PI)";"3809"
"São Braz do Piauí (PI)";"4454"
"São Félix do Piauí (PI)";"2923"
"São Francisco de Assis do Piauí (PI)";"5801"
"São Francisco do Piauí (PI)";"6417"
"São Gonçalo do Gurguéia (PI)";"3071"
"São Gonçalo do Piauí (PI)";"5044"
"São João da Canabrava (PI)";"4619"
"São João da Fronteira (PI)";"6084"
"São João da Serra (PI)";"6106"
"São João da Varjota (PI)";"4856"
"São João do Arraial (PI)";"8085"
"São João do Piauí (PI)";"20720"
"São José do Divino (PI)";"5361"
"São José do Peixe (PI)";"3737"
"São José do Piauí (PI)";"6696"
"São Julião (PI)";"6379"
"São Lourenço do Piauí (PI)";"4581"
"São Luis do Piauí (PI)";"2648"
"São Miguel da Baixa Grande (PI)";"2456"
"São Miguel do Fidalgo (PI)";"3037"
"São Miguel do Tapuio (PI)";"17617"
"São Pedro do Piauí (PI)";"14356"
"São Raimundo Nonato (PI)";"35035"
"Sebastião Barros (PI)";"3434"
"Sebastião Leal (PI)";"4311"
"Sigefredo Pacheco (PI)";"10074"
"Simões (PI)";"14664"
"Simplício Mendes (PI)";"12778"
"Socorro do Piauí (PI)";"4557"
"Sussuapara (PI)";"6801"
"Tamboril do Piauí (PI)";"2939"
"Tanque do Piauí (PI)";"2781"
"Teresina (PI)";"871126"
"União (PI)";"44649"
"Uruçuí (PI)";"21746"
"Valença do Piauí (PI)";"20940"
"Várzea Branca (PI)";"4930"
"Várzea Grande (PI)";"4382"
"Vera Mendes (PI)";"3082"
"Vila Nova do Piauí (PI)";"2935"
"Wall Ferraz (PI)";"4479"
"Abaiara (CE)";"11965"
"Acarape (CE)";"15140"
"Acaraú (CE)";"63556"
"Acopiara (CE)";"54687"
"Aiuaba (CE)";"17584"
"Alcântaras (CE)";"11846"
"Altaneira (CE)";"7712"
"Alto Santo (CE)";"16077"
"Amontada (CE)";"44195"
"Antonina do Norte (CE)";"7402"
"Apuiarés (CE)";"14742"
"Aquiraz (CE)";"81581"
"Aracati (CE)";"75392"
"Aracoiaba (CE)";"26600"
"Ararendá (CE)";"10983"
"Araripe (CE)";"21707"
"Aratuba (CE)";"11759"
"Arneiroz (CE)";"7848"
"Assaré (CE)";"23537"
"Aurora (CE)";"24567"
"Baixio (CE)";"6318"
"Banabuiú (CE)";"18313"
"Barbalha (CE)";"61662"
"Barreira (CE)";"22715"
"Barro (CE)";"22834"
"Barroquinha (CE)";"15069"
"Baturité (CE)";"36127"
"Beberibe (CE)";"54315"
"Bela Cruz (CE)";"32851"
"Boa Viagem (CE)";"54680"
"Brejo Santo (CE)";"50195"
"Camocim (CE)";"64147"
"Campos Sales (CE)";"27513"
"Canindé (CE)";"77484"
"Capistrano (CE)";"17830"
"Caridade (CE)";"23011"
"Cariré (CE)";"18470"
"Caririaçu (CE)";"27008"
"Cariús (CE)";"18700"
"Carnaubal (CE)";"17763"
"Cascavel (CE)";"72706"
"Catarina (CE)";"21041"
"Catunda (CE)";"10410"
"Caucaia (CE)";"368918"
"Cedro (CE)";"25612"
"Chaval (CE)";"13112"
"Choró (CE)";"13608"
"Chorozinho (CE)";"20286"
"Coreaú (CE)";"23340"
"Crateús (CE)";"75241"
"Crato (CE)";"133913"
"Croatá (CE)";"18201"
"Cruz (CE)";"25121"
"Deputado Irapuan Pinheiro (CE)";"9698"
"Ererê (CE)";"7254"
"Eusébio (CE)";"55035"
"Farias Brito (CE)";"19330"
"Forquilha (CE)";"24680"
"Fortaleza (CE)";"2703391"
"Fortim (CE)";"16776"
"Frecheirinha (CE)";"14195"
"General Sampaio (CE)";"7767"
"Graça (CE)";"14415"
"Granja (CE)";"55170"
"Granjeiro (CE)";"4784"
"Groaíras (CE)";"11219"
"Guaiúba (CE)";"26508"
"Guaraciaba do Norte (CE)";"40921"
"Guaramiranga (CE)";"5073"
"Hidrolândia (CE)";"20126"
"Horizonte (CE)";"69688"
"Ibaretama (CE)";"13385"
"Ibiapina (CE)";"25165"
"Ibicuitinga (CE)";"12730"
"Icapuí (CE)";"20183"
"Icó (CE)";"68303"
"Iguatu (CE)";"103633"
"Independência (CE)";"26196"
"Ipaporanga (CE)";"11597"
"Ipaumirim (CE)";"12507"
"Ipu (CE)";"42148"
"Ipueiras (CE)";"38064"
"Iracema (CE)";"14351"
"Irauçuba (CE)";"24450"
"Itaiçaba (CE)";"7904"
"Itaitinga (CE)";"38661"
"Itapajé (CE)";"53448"
"Itapipoca (CE)";"131687"
"Itapiúna (CE)";"20653"
"Itarema (CE)";"42595"
"Itatira (CE)";"22018"
"Jaguaretama (CE)";"18133"
"Jaguaribara (CE)";"11580"
"Jaguaribe (CE)";"34592"
"Jaguaruana (CE)";"33960"
"Jardim (CE)";"27187"
"Jati (CE)";"8150"
"Jijoca de Jericoacoara (CE)";"20351"
"Juazeiro do Norte (CE)";"278264"
"Jucás (CE)";"24949"
"Lavras da Mangabeira (CE)";"31476"
"Limoeiro do Norte (CE)";"60232"
"Madalena (CE)";"20031"
"Maracanaú (CE)";"230986"
"Maranguape (CE)";"131677"
"Marco (CE)";"27822"
"Martinópole (CE)";"11407"
"Massapê (CE)";"39341"
"Mauriti (CE)";"48370"
"Meruoca (CE)";"15309"
"Milagres (CE)";"27413"
"Milhã (CE)";"13129"
"Miraíma (CE)";"13965"
"Missão Velha (CE)";"35566"
"Mombaça (CE)";"43917"
"Monsenhor Tabosa (CE)";"17264"
"Morada Nova (CE)";"61590"
"Moraújo (CE)";"8833"
"Morrinhos (CE)";"22830"
"Mucambo (CE)";"14561"
"Mulungu (CE)";"11056"
"Nova Olinda (CE)";"15798"
"Nova Russas (CE)";"32487"
"Novo Oriente (CE)";"28737"
"Ocara (CE)";"25958"
"Orós (CE)";"21342"
"Pacajus (CE)";"74145"
"Pacatuba (CE)";"85647"
"Pacoti (CE)";"12313"
"Pacujá (CE)";"6565"
"Palhano (CE)";"9458"
"Palmácia (CE)";"13553"
"Paracuru (CE)";"35526"
"Paraipaba (CE)";"33232"
"Parambu (CE)";"31391"
"Paramoti (CE)";"12276"
"Pedra Branca (CE)";"43359"
"Penaforte (CE)";"9207"
"Pentecoste (CE)";"38045"
"Pereiro (CE)";"16356"
"Pindoretama (CE)";"20964"
"Piquet Carneiro (CE)";"17210"
"Pires Ferreira (CE)";"11052"
"Poranga (CE)";"12358"
"Porteiras (CE)";"14920"
"Potengi (CE)";"11165"
"Potiretama (CE)";"6455"
"Quiterianópolis (CE)";"21246"
"Quixadá (CE)";"88899"
"Quixelô (CE)";"16116"
"Quixeramobim (CE)";"82455"
"Quixeré (CE)";"22432"
"Redenção (CE)";"29238"
"Reriutaba (CE)";"18279"
"Russas (CE)";"79550"
"Saboeiro (CE)";"15757"
"Salitre (CE)";"16714"
"Santana do Acaraú (CE)";"32851"
"Santana do Cariri (CE)";"17726"
"Santa Quitéria (CE)";"43719"
"São Benedito (CE)";"48354"
"São Gonçalo do Amarante (CE)";"49306"
"São João do Jaguaribe (CE)";"7557"
"São Luís do Curu (CE)";"13086"
"Senador Pompeu (CE)";"25418"
"Senador Sá (CE)";"7758"
"Sobral (CE)";"212437"
"Solonópole (CE)";"18389"
"Tabuleiro do Norte (CE)";"32079"
"Tamboril (CE)";"26199"
"Tarrafas (CE)";"8555"
"Tauá (CE)";"59259"
"Tejuçuoca (CE)";"19551"
"Tianguá (CE)";"77111"
"Trairi (CE)";"56653"
"Tururu (CE)";"16588"
"Ubajara (CE)";"35295"
"Umari (CE)";"7740"
"Umirim (CE)";"19976"
"Uruburetama (CE)";"22223"
"Uruoca (CE)";"13988"
"Varjota (CE)";"18520"
"Várzea Alegre (CE)";"41078"
"Viçosa do Ceará (CE)";"61916"
"Acari (RN)";"11106"
"Açu (RN)";"58743"
"Afonso Bezerra (RN)";"11024"
"Água Nova (RN)";"3293"
"Alexandria (RN)";"13529"
"Almino Afonso (RN)";"4685"
"Alto do Rodrigues (RN)";"14923"
"Angicos (RN)";"11695"
"Antônio Martins (RN)";"7162"
"Apodi (RN)";"35904"
"Areia Branca (RN)";"28156"
"Arês (RN)";"14526"
"Augusto Severo (RN)";"9686"
"Baía Formosa (RN)";"9373"
"Baraúna (RN)";"29112"
"Barcelona (RN)";"3989"
"Bento Fernandes (RN)";"5552"
"Bodó (RN)";"2171"
"Bom Jesus (RN)";"10323"
"Brejinho (RN)";"12873"
"Caiçara do Norte (RN)";"6572"
"Caiçara do Rio do Vento (RN)";"3745"
"Caicó (RN)";"68726"
"Campo Redondo (RN)";"11363"
"Canguaretama (RN)";"34814"
"Caraúbas (RN)";"20588"
"Carnaúba dos Dantas (RN)";"8297"
"Carnaubais (RN)";"10972"
"Ceará-Mirim (RN)";"74268"
"Cerro Corá (RN)";"11182"
"Coronel Ezequiel (RN)";"5501"
"Coronel João Pessoa (RN)";"4918"
"Cruzeta (RN)";"7968"
"Currais Novos (RN)";"45022"
"Doutor Severiano (RN)";"7068"
"Parnamirim (RN)";"272490"
"Encanto (RN)";"5697"
"Equador (RN)";"6064"
"Espírito Santo (RN)";"10463"
"Extremoz (RN)";"29282"
"Felipe Guerra (RN)";"6009"
"Fernando Pedroza (RN)";"3081"
"Florânia (RN)";"9772"
"Francisco Dantas (RN)";"2801"
"Frutuoso Gomes (RN)";"4015"
"Galinhos (RN)";"2903"
"Goianinha (RN)";"27004"
"Governador Dix-Sept Rosado (RN)";"13115"
"Grossos (RN)";"10541"
"Guamaré (RN)";"16261"
"Ielmo Marinho (RN)";"14033"
"Ipanguaçu (RN)";"15759"
"Ipueira (RN)";"2264"
"Itajá (RN)";"7641"
"Itaú (RN)";"5916"
"Jaçanã (RN)";"9341"
"Jandaíra (RN)";"6907"
"Janduís (RN)";"5228"
"Januário Cicco (RN)";"10367"
"Japi (RN)";"4935"
"Jardim de Angicos (RN)";"2600"
"Jardim de Piranhas (RN)";"15044"
"Jardim do Seridó (RN)";"12397"
"João Câmara (RN)";"35360"
"João Dias (RN)";"2653"
"José da Penha (RN)";"5941"
"Jucurutu (RN)";"18335"
"Jundiá (RN)";"3945"
"Lagoa d'Anta (RN)";"6851"
"Lagoa de Pedras (RN)";"7624"
"Lagoa de Velhos (RN)";"2732"
"Lagoa Nova (RN)";"15880"
"Lagoa Salgada (RN)";"8348"
"Lajes (RN)";"11410"
"Lajes Pintadas (RN)";"4768"
"Lucrécia (RN)";"4053"
"Luís Gomes (RN)";"10175"
"Macaíba (RN)";"82828"
"Macau (RN)";"32260"
"Major Sales (RN)";"4102"
"Marcelino Vieira (RN)";"8325"
"Martins (RN)";"8790"
"Maxaranguape (RN)";"12714"
"Messias Targino (RN)";"4665"
"Montanhas (RN)";"11166"
"Monte Alegre (RN)";"22698"
"Monte das Gameleiras (RN)";"2063"
"Mossoró (RN)";"303792"
"Natal (RN)";"896708"
"Nísia Floresta (RN)";"28266"
"Nova Cruz (RN)";"37554"
"Olho d'Água do Borges (RN)";"4231"
"Ouro Branco (RN)";"4813"
"Paraná (RN)";"4298"
"Paraú (RN)";"3732"
"Parazinho (RN)";"5307"
"Parelhas (RN)";"21611"
"Rio do Fogo (RN)";"10961"
"Passa e Fica (RN)";"13667"
"Passagem (RN)";"3114"
"Patu (RN)";"12861"
"Santa Maria (RN)";"5689"
"Pau dos Ferros (RN)";"30802"
"Pedra Grande (RN)";"3163"
"Pedra Preta (RN)";"2419"
"Pedro Avelino (RN)";"6591"
"Pedro Velho (RN)";"14881"
"Pendências (RN)";"15411"
"Pilões (RN)";"3900"
"Poço Branco (RN)";"15646"
"Portalegre (RN)";"7944"
"Porto do Mangue (RN)";"6605"
"Serra Caiada (RN)";"10646"
"Pureza (RN)";"9825"
"Rafael Fernandes (RN)";"5158"
"Rafael Godeiro (RN)";"3214"
"Riacho da Cruz (RN)";"3648"
"Riacho de Santana (RN)";"4194"
"Riachuelo (RN)";"8310"
"Rodolfo Fernandes (RN)";"4457"
"Tibau (RN)";"4173"
"Ruy Barbosa (RN)";"3584"
"Santa Cruz (RN)";"40295"
"Santana do Matos (RN)";"11808"
"Santana do Seridó (RN)";"2699"
"Santo Antônio (RN)";"24422"
"São Bento do Norte (RN)";"2687"
"São Bento do Trairí (RN)";"4541"
"São Fernando (RN)";"3606"
"São Francisco do Oeste (RN)";"4281"
"São Gonçalo do Amarante (RN)";"104919"
"São João do Sabugi (RN)";"6221"
"São José de Mipibu (RN)";"44566"
"São José do Campestre (RN)";"12901"
"São José do Seridó (RN)";"4696"
"São Miguel (RN)";"23789"
"São Miguel do Gostoso (RN)";"10441"
"São Paulo do Potengi (RN)";"17858"
"São Pedro (RN)";"5889"
"São Rafael (RN)";"8183"
"São Tomé (RN)";"11051"
"São Vicente (RN)";"6476"
"Senador Elói de Souza (RN)";"6167"
"Senador Georgino Avelino (RN)";"4527"
"Serra de São Bento (RN)";"5739"
"Serra do Mel (RN)";"12225"
"Serra Negra do Norte (RN)";"8105"
"Serrinha (RN)";"6128"
"Serrinha dos Pintos (RN)";"4832"
"Severiano Melo (RN)";"1743"
"Sítio Novo (RN)";"5600"
"Taboleiro Grande (RN)";"2606"
"Taipu (RN)";"12314"
"Tangará (RN)";"16008"
"Tenente Ananias (RN)";"10923"
"Tenente Laurentino Cruz (RN)";"6085"
"Tibau do Sul (RN)";"14694"
"Timbaúba dos Batistas (RN)";"2427"
"Touros (RN)";"33716"
"Triunfo Potiguar (RN)";"3195"
"Umarizal (RN)";"10485"
"Upanema (RN)";"14937"
"Várzea (RN)";"5529"
"Venha-Ver (RN)";"4232"
"Vera Cruz (RN)";"12789"
"Viçosa (RN)";"1731"
"Vila Flor (RN)";"3217"
"Água Branca (PB)";"10375"
"Aguiar (PB)";"5622"
"Alagoa Grande (PB)";"28384"
"Alagoa Nova (PB)";"20992"
"Alagoinha (PB)";"14629"
"Alcantil (PB)";"5527"
"Algodão de Jandaíra (PB)";"2588"
"Alhandra (PB)";"19865"
"São João do Rio do Peixe (PB)";"18020"
"Amparo (PB)";"2264"
"Aparecida (PB)";"8482"
"Araçagi (PB)";"16857"
"Arara (PB)";"13613"
"Araruna (PB)";"20610"
"Areia (PB)";"22493"
"Areia de Baraúnas (PB)";"2105"
"Areial (PB)";"7054"
"Aroeiras (PB)";"19081"
"Assunção (PB)";"4067"
"Baía da Traição (PB)";"9197"
"Bananeiras (PB)";"21220"
"Baraúna (PB)";"5033"
"Barra de Santana (PB)";"8338"
"Barra de Santa Rosa (PB)";"15607"
"Barra de São Miguel (PB)";"6095"
"Bayeux (PB)";"97519"
"Belém (PB)";"17733"
"Belém do Brejo do Cruz (PB)";"7356"
"Bernardino Batista (PB)";"3571"
"Boa Ventura (PB)";"5248"
"Boa Vista (PB)";"7218"
"Bom Jesus (PB)";"2588"
"Bom Sucesso (PB)";"4937"
"Bonito de Santa Fé (PB)";"12126"
"Boqueirão (PB)";"17934"
"Igaracy (PB)";"6092"
"Borborema (PB)";"5311"
"Brejo do Cruz (PB)";"14287"
"Brejo dos Santos (PB)";"6479"
"Caaporã (PB)";"22079"
"Cabaceiras (PB)";"5710"
"Cabedelo (PB)";"69773"
"Cachoeira dos Índios (PB)";"10364"
"Cacimba de Areia (PB)";"3708"
"Cacimba de Dentro (PB)";"17169"
"Cacimbas (PB)";"7225"
"Caiçara (PB)";"7182"
"Cajazeiras (PB)";"62576"
"Cajazeirinhas (PB)";"3217"
"Caldas Brandão (PB)";"6077"
"Camalaú (PB)";"6048"
"Campina Grande (PB)";"413830"
"Capim (PB)";"6715"
"Caraúbas (PB)";"4206"
"Carrapateira (PB)";"2714"
"Casserengue (PB)";"7530"
"Catingueira (PB)";"4938"
"Catolé do Rocha (PB)";"30819"
"Caturité (PB)";"4898"
"Conceição (PB)";"19030"
"Condado (PB)";"6662"
"Conde (PB)";"25341"
"Congo (PB)";"4787"
"Coremas (PB)";"15438"
"Coxixola (PB)";"1948"
"Cruz do Espírito Santo (PB)";"17599"
"Cubati (PB)";"7866"
"Cuité (PB)";"20331"
"Cuitegi (PB)";"6748"
"Cuité de Mamanguape (PB)";"6360"
"Curral de Cima (PB)";"5209"
"Curral Velho (PB)";"2508"
"Damião (PB)";"5409"
"Desterro (PB)";"8332"
"Vista Serrana (PB)";"3850"
"Diamante (PB)";"6506"
"Dona Inês (PB)";"10375"
"Duas Estradas (PB)";"3569"
"Emas (PB)";"3556"
"Esperança (PB)";"33386"
"Fagundes (PB)";"11180"
"Frei Martinho (PB)";"2989"
"Gado Bravo (PB)";"8292"
"Guarabira (PB)";"59389"
"Gurinhém (PB)";"14125"
"Gurjão (PB)";"3477"
"Ibiara (PB)";"5877"
"Imaculada (PB)";"11877"
"Ingá (PB)";"18184"
"Itabaiana (PB)";"24363"
"Itaporanga (PB)";"24960"
"Itapororoca (PB)";"18978"
"Itatuba (PB)";"11069"
"Jacaraú (PB)";"14467"
"Jericó (PB)";"7751"
"João Pessoa (PB)";"825796"
"Juarez Távora (PB)";"8014"
"Juazeirinho (PB)";"18422"
"Junco do Seridó (PB)";"7238"
"Juripiranga (PB)";"10830"
"Juru (PB)";"9831"
"Lagoa (PB)";"4640"
"Lagoa de Dentro (PB)";"7754"
"Lagoa Seca (PB)";"27728"
"Lastro (PB)";"2698"
"Livramento (PB)";"7274"
"Logradouro (PB)";"4406"
"Lucena (PB)";"13344"
"Mãe d'Água (PB)";"3988"
"Malta (PB)";"5745"
"Mamanguape (PB)";"45385"
"Manaíra (PB)";"10988"
"Marcação (PB)";"8746"
"Mari (PB)";"21895"
"Marizópolis (PB)";"6689"
"Massaranduba (PB)";"14077"
"Mataraca (PB)";"8642"
"Matinhas (PB)";"4528"
"Mato Grosso (PB)";"2944"
"Maturéia (PB)";"6690"
"Mogeiro (PB)";"13238"
"Montadas (PB)";"5806"
"Monte Horebe (PB)";"4867"
"Monteiro (PB)";"33638"
"Mulungu (PB)";"9962"
"Natuba (PB)";"10449"
"Nazarezinho (PB)";"7271"
"Nova Floresta (PB)";"10614"
"Nova Olinda (PB)";"5892"
"Nova Palmeira (PB)";"5011"
"Olho d'Água (PB)";"6399"
"Olivedos (PB)";"3989"
"Ouro Velho (PB)";"3052"
"Parari (PB)";"1747"
"Passagem (PB)";"2453"
"Patos (PB)";"108766"
"Paulista (PB)";"12411"
"Pedra Branca (PB)";"3802"
"Pedra Lavrada (PB)";"7954"
"Pedras de Fogo (PB)";"28607"
"Piancó (PB)";"16147"
"Picuí (PB)";"18737"
"Pilar (PB)";"12036"
"Pilões (PB)";"6518"
"Pilõezinhos (PB)";"4937"
"Pirpirituba (PB)";"10590"
"Pitimbu (PB)";"19478"
"Pocinhos (PB)";"18848"
"Poço Dantas (PB)";"3877"
"Poço de José de Moura (PB)";"4366"
"Pombal (PB)";"32803"
"Prata (PB)";"4265"
"Princesa Isabel (PB)";"23749"
"Puxinanã (PB)";"13801"
"Queimadas (PB)";"44388"
"Quixaba (PB)";"2009"
"Remígio (PB)";"19973"
"Pedro Régis (PB)";"6139"
"Riachão (PB)";"3650"
"Riachão do Bacamarte (PB)";"4562"
"Riachão do Poço (PB)";"4571"
"Riacho de Santo Antônio (PB)";"1999"
"Riacho dos Cavalos (PB)";"8555"
"Rio Tinto (PB)";"24258"
"Salgadinho (PB)";"3975"
"Salgado de São Félix (PB)";"12123"
"Santa Cecília (PB)";"6526"
"Santa Cruz (PB)";"6579"
"Santa Helena (PB)";"5853"
"Santa Inês (PB)";"3591"
"Santa Luzia (PB)";"15470"
"Santana de Mangueira (PB)";"5098"
"Santana dos Garrotes (PB)";"6942"
"Joca Claudino (PB)";"2640"
"Santa Rita (PB)";"138093"
"Santa Teresinha (PB)";"4550"
"Santo André (PB)";"2496"
"São Bento (PB)";"34650"
"São Bentinho (PB)";"4602"
"São Domingos do Cariri (PB)";"2645"
"São Domingos (PB)";"3119"
"São Francisco (PB)";"3377"
"São João do Cariri (PB)";"4170"
"São João do Tigre (PB)";"4408"
"São José da Lagoa Tapada (PB)";"7622"
"São José de Caiana (PB)";"6394"
"São José de Espinharas (PB)";"4631"
"São José dos Ramos (PB)";"6037"
"São José de Piranhas (PB)";"20406"
"São José de Princesa (PB)";"3898"
"São José do Bonfim (PB)";"3619"
"São José do Brejo do Cruz (PB)";"1821"
"São José do Sabugi (PB)";"4153"
"São José dos Cordeiros (PB)";"3607"
"São Mamede (PB)";"7682"
"São Miguel de Taipu (PB)";"7450"
"São Sebastião de Lagoa de Roça (PB)";"11793"
"São Sebastião do Umbuzeiro (PB)";"3534"
"Sapé (PB)";"52977"
"São Vicente do Seridó (PB)";"10919"
"Serra Branca (PB)";"13807"
"Serra da Raiz (PB)";"3114"
"Serra Grande (PB)";"2921"
"Serra Redonda (PB)";"7001"
"Serraria (PB)";"6037"
"Sertãozinho (PB)";"5152"
"Sobrado (PB)";"7845"
"Solânea (PB)";"26051"
"Soledade (PB)";"15211"
"Sossêgo (PB)";"3631"
"Sousa (PB)";"69997"
"Sumé (PB)";"17096"
"Tacima (PB)";"11024"
"Taperoá (PB)";"15505"
"Tavares (PB)";"14791"
"Teixeira (PB)";"15333"
"Tenório (PB)";"3103"
"Triunfo (PB)";"9473"
"Uiraúna (PB)";"15356"
"Umbuzeiro (PB)";"9914"
"Várzea (PB)";"2870"
"Vieirópolis (PB)";"5395"
"Zabelê (PB)";"2269"
"Abreu e Lima (PE)";"100698"
"Afogados da Ingazeira (PE)";"37546"
"Afrânio (PE)";"19981"
"Agrestina (PE)";"25240"
"Água Preta (PE)";"37386"
"Águas Belas (PE)";"43923"
"Alagoinha (PE)";"14798"
"Aliança (PE)";"38408"
"Altinho (PE)";"22996"
"Amaraji (PE)";"22910"
"Angelim (PE)";"11301"
"Araçoiaba (PE)";"20936"
"Araripina (PE)";"85301"
"Arcoverde (PE)";"75295"
"Barra de Guabiraba (PE)";"14632"
"Barreiros (PE)";"42866"
"Belém de Maria (PE)";"12169"
"Belém do São Francisco (PE)";"20730"
"Belo Jardim (PE)";"76930"
"Betânia (PE)";"12811"
"Bezerros (PE)";"60960"
"Bodocó (PE)";"38605"
"Bom Conselho (PE)";"48975"
"Bom Jardim (PE)";"40038"
"Bonito (PE)";"38101"
"Brejão (PE)";"8981"
"Brejinho (PE)";"7489"
"Brejo da Madre de Deus (PE)";"51696"
"Buenos Aires (PE)";"13224"
"Buíque (PE)";"59448"
"Cabo de Santo Agostinho (PE)";"210796"
"Cabrobó (PE)";"34778"
"Cachoeirinha (PE)";"20618"
"Caetés (PE)";"29065"
"Calçado (PE)";"10983"
"Calumbi (PE)";"5744"
"Camaragibe (PE)";"159945"
"Camocim de São Félix (PE)";"19032"
"Camutanga (PE)";"8592"
"Canhotinho (PE)";"24743"
"Capoeiras (PE)";"20048"
"Carnaíba (PE)";"19666"
"Carnaubeira da Penha (PE)";"13117"
"Carpina (PE)";"85131"
"Caruaru (PE)";"369343"
"Casinhas (PE)";"14395"
"Catende (PE)";"43778"
"Cedro (PE)";"11972"
"Chã de Alegria (PE)";"13641"
"Chã Grande (PE)";"21929"
"Condado (PE)";"26755"
"Correntes (PE)";"18327"
"Cortês (PE)";"12543"
"Cumaru (PE)";"9494"
"Cupira (PE)";"24237"
"Custódia (PE)";"37633"
"Dormentes (PE)";"19246"
"Escada (PE)";"69701"
"Exu (PE)";"31709"
"Feira Nova (PE)";"22360"
"Fernando de Noronha (PE)";"3140"
"Ferreiros (PE)";"12216"
"Flores (PE)";"22612"
"Floresta (PE)";"33488"
"Frei Miguelinho (PE)";"15633"
"Gameleira (PE)";"31578"
"Garanhuns (PE)";"141347"
"Glória do Goitá (PE)";"30847"
"Goiana (PE)";"80345"
"Granito (PE)";"7586"
"Gravatá (PE)";"85309"
"Iati (PE)";"19284"
"Ibimirim (PE)";"29585"
"Ibirajuba (PE)";"7773"
"Igarassu (PE)";"119690"
"Iguaracy (PE)";"12265"
"Inajá (PE)";"24034"
